lid	did	sample_id	animal_id	sex	birth_date	collection_date	extraction_date	age	batch
LID_104036	DID_1001261	NA	32Z	m	2/14/04	2/1/11	2/1/11	6.955570745	2
LID_104037	DID_1001325	NA	33V	f	1/7/04	2/14/11	2/15/11	7.095010253	2
LID_104038	DID_1001328	NA	76Z	m	11/14/04	2/8/11	2/9/11	6.22556391	2
LID_104039	DID_1001339	NA	15E	f	1/30/95	2/14/11	2/15/11	16.01913876	2
LID_104040	DID_1001521	NA	56R	f	12/4/01	2/2/10	2/2/10	8.153110048	2
LID_104041	DID_1001496	NA	99J	f	1/29/99	3/4/10	3/5/10	11.0786056	2
LID_104043	DID_1001381	NA	76L	f	11/19/99	2/22/11	2/22/11	11.24538619	2
LID_104044	DID_1001270	NA	J41	f	3/9/85	2/1/11	2/1/11	25.86466165	2
LID_104046	DID_1001266	NA	21K	f	11/14/98	1/24/11	1/24/11	12.17771702	2
LID_104047	DID_1001286	NA	27J	m	12/28/97	2/2/11	2/2/11	13.07997266	2
LID_104048	DID_1001530	NA	51J	m	12/24/98	1/26/10	1/26/10	11.0758715	2
LID_104049	DID_1001514	NA	30Z	m	10/16/03	2/1/10	2/1/10	6.288448394	2
LID_104050	DID_1001358	NA	26P	m	12/3/00	2/22/11	2/22/11	10.20642515	2
LID_104051	DID_1001382	NA	29H	m	1/25/97	2/23/11	2/24/11	14.05878332	2
LID_104053	DID_1001290	NA	11N	f	12/20/99	1/20/11	1/20/11	11.07040328	2
LID_104054	DID_1001275	NA	07A	f	3/30/92	1/19/11	1/19/11	18.78058783	2
LID_104055	DID_1001295	NA	L66	f	1/14/87	1/25/11	1/26/11	23.99726589	2
LID_104056	DID_1001553	NA	75L	f	12/27/99	3/4/10	3/4/10	10.17088175	2
LID_104057	DID_1001523	NA	5B2	m	12/3/05	1/21/10	1/22/10	4.128503076	2
LID_104059	DID_1001383	NA	96T	m	12/14/03	2/14/11	2/15/11	7.160628845	2
LID_104061	DID_1001317	NA	81B	f	2/4/94	1/24/11	1/24/11	16.94600137	2
LID_104062	DID_1001284	NA	99V	m	1/16/04	1/31/11	1/31/11	7.032125769	2
LID_104064	DID_1001486	NA	73S	m	11/23/02	1/20/10	1/20/10	7.149692413	2
LID_104065	DID_1001537	NA	55T	m	11/28/02	1/26/10	1/26/10	7.152426521	2
LID_104066	DID_1001362	NA	12E	m	1/30/95	3/7/11	3/7/11	16.07655502	2
LID_104067	DID_1001384	NA	04Z	m	2/10/04	2/9/11	2/9/11	6.988380041	2
LID_104068	DID_1001306	NA	03B	f	1/3/93	1/20/11	1/20/11	18.02050581	2
LID_104069	DID_1001326	NA	39Z	f	10/26/03	2/7/11	2/7/11	7.275461381	2
LID_104070	DID_1001293	NA	V78	f	2/8/91	2/3/11	2/3/11	19.95898838	2
LID_104071	DID_1001313	NA	9A9	m	9/30/04	1/24/11	1/24/11	6.30758715	2
LID_104072	DID_1001495	NA	75H	m	1/23/97	2/1/10	2/1/10	13.00615174	2
LID_104073	DID_1001555	NA	25N	f	1/4/00	3/4/10	3/4/10	10.14900889	2
LID_104074	DID_1001365	NA	62H	f	12/25/96	3/7/11	3/7/11	14.17634997	2
LID_104075	DID_1001388	NA	10C	f	1/19/94	2/23/11	2/23/11	17.07177033	2
LID_104076	DID_1001315	NA	9D4	f	9/27/06	2/1/11	2/1/11	4.3417635	2
LID_104077	DID_1001264	NA	25P	f	12/8/00	1/27/11	1/27/11	10.12166781	2
LID_104079	DID_1001340	NA	36O	f	12/8/00	2/9/11	2/10/11	10.15721121	2
LID_104081	DID_1001515	NA	16Z	f	11/4/03	3/1/10	3/2/10	6.313055366	2
LID_104082	DID_1001367	NA	82V	f	10/30/03	1/18/11	1/18/11	7.209842789	2
LID_104083	DID_1001391	NA	21H	f	3/28/97	2/10/11	2/10/11	13.85372522	2
LID_104084	DID_1001333	NA	O63	f	2/12/88	2/10/11	2/10/11	22.96377307	2
LID_104085	DID_1001273	NA	4C3	m	12/23/05	1/24/11	1/24/11	5.079972659	2
LID_104086	DID_1001311	NA	36S	m	12/5/01	1/18/11	1/19/11	9.107313739	2
LID_104087	DID_1001305	NA	84J	m	1/4/99	1/24/11	1/24/11	12.03827751	2
LID_104088	DID_1001513	NA	X97	f	3/19/92	3/1/10	3/2/10	17.92481203	2
LID_104089	DID_1001524	NA	71J	f	12/4/98	3/8/10	3/8/10	11.24265208	2
LID_104090	DID_1001370	NA	43P	m	1/16/01	3/9/11	3/9/11	10.12713602	2
LID_104092	DID_1001280	NA	62R	f	1/6/02	2/3/11	2/3/11	9.063568011	2
LID_104093	DID_1001282	NA	75J	f	1/27/99	1/18/11	1/19/11	11.95898838	2
LID_104094	DID_1001338	NA	90P	f	11/12/01	2/9/11	2/10/11	9.230348599	2
LID_104095	DID_1001314	NA	55A	f	1/2/93	1/18/11	1/19/11	18.0177717	2
LID_104096	DID_1001522	NA	94T	f	12/15/03	2/1/10	2/1/10	6.124401914	2
LID_104097	DID_1001538	NA	T82	m	3/5/90	1/20/10	1/21/10	19.85235817	2
LID_105267	DID_1001498	NA	86L	m	1/25/00	1/27/10	1/28/10	9.99316473	2
LID_105268	DID_1001508	NA	55H	f	12/21/96	3/3/10	3/3/10	13.17840055	2
LID_105269	DID_1001510	NA	73V	m	11/4/03	2/1/10	2/1/10	6.236500342	2
LID_105270	DID_1001517	NA	61R	m	12/15/01	2/1/10	2/1/10	8.120300752	2
LID_105271	DID_1001518	NA	47V	m	10/24/03	1/28/10	1/28/10	6.255639098	2
LID_105272	DID_1001519	NA	89L	f	1/5/00	1/27/10	1/28/10	10.04784689	2
LID_105273	DID_1001520	NA	1E0	f	11/6/06	2/2/10	2/2/10	3.237183869	2
LID_105274	DID_1001526	NA	14I	f	4/2/98	2/2/10	2/3/10	11.82228298	2
LID_105275	DID_1001528	NA	51R	f	12/28/01	1/26/10	1/26/10	8.0683527	2
LID_105277	DID_1001533	NA	78P	m	1/27/02	1/27/10	1/27/10	7.989063568	2
LID_105278	DID_1001539	NA	X48	m	12/14/90	1/27/10	1/27/10	19.09501025	2
LID_105279	DID_1001541	NA	8A9	m	10/6/04	1/25/10	1/25/10	5.295967191	2
LID_105282	DID_1001548	NA	95V	f	12/8/03	2/2/10	2/3/10	6.146274778	2
LID_105283	DID_1001660	NA	44H	m	4/9/97	12/12/12	12/13/12	15.65550239	2
LID_105284	DID_1001561	NA	89S	m	12/16/02	1/20/10	1/21/10	7.086807929	2
LID_105285	DID_1001562	NA	69I	m	4/13/98	1/19/12	1/19/12	13.74982912	2
LID_105286	DID_1001563	NA	17T	m	11/28/02	1/23/12	1/23/12	9.140123035	2
LID_105287	DID_1001564	NA	55J	f	11/14/98	1/23/12	1/24/12	13.17293233	2
LID_105288	DID_1001565	NA	70T	f	12/8/02	1/25/12	1/25/12	9.118250171	2
LID_105289	DID_1001568	NA	35O	f	12/31/00	1/26/12	1/26/12	11.05399863	2
LID_105290	DID_1001569	NA	13N	m	12/19/99	1/23/12	1/24/12	12.07928913	2
LID_105291	DID_1001696	NA	8C2	m	11/30/06	11/29/12	11/30/12	5.990430622	2
LID_105293	DID_1001575	NA	65Z	f	10/17/04	1/26/12	1/26/12	7.264524949	2
LID_105294	DID_1001576	NA	2E1	f	9/18/06	1/19/12	1/19/12	5.328776487	2
LID_105295	DID_1001577	NA	0E0	f	1/3/07	1/23/12	1/23/12	5.047163363	2
LID_105296	DID_1001579	NA	0C8	f	12/11/05	1/18/12	1/18/12	6.094326726	2
LID_105297	DID_1001580	NA	01R	f	11/6/01	1/30/12	1/30/12	10.21736159	2
LID_105298	DID_1001581	NA	82Z	f	12/9/04	1/19/12	1/19/12	7.100478469	2
LID_105299	DID_1001583	NA	36D	f	1/22/95	1/23/12	1/24/12	16.97881066	2
LID_105300	DID_1001584	NA	80B	m	4/19/94	1/23/12	1/24/12	17.73889269	2
LID_105301	DID_1001586	NA	2B1	f	10/30/05	1/26/12	1/26/12	6.231032126	2
LID_105302	DID_1001587	NA	9A2	m	11/16/04	1/24/12	1/24/12	7.177033493	2
LID_105303	DID_1001589	NA	56A	f	2/10/93	1/19/12	1/19/12	18.91182502	2
LID_105304	DID_1001591	NA	7D2	m	10/15/06	1/17/12	1/17/12	5.249487355	2
LID_105305	DID_1001594	NA	Z82	f	12/4/91	1/18/12	1/18/12	20.09569378	2
LID_105306	DID_1001595	NA	91A	f	12/14/92	1/23/12	1/23/12	19.08133971	2
LID_105307	DID_1001597	NA	83L	m	12/3/99	1/18/12	1/20/12	12.10936432	2
LID_105310	DID_1001601	NA	K84	f	1/16/87	1/18/12	1/18/12	24.97060834	2
LID_105311	DID_1001602	NA	78B	m	1/19/94	1/19/12	1/20/12	17.97402597	2
LID_105312	DID_1001603	NA	14A	m	2/21/92	1/26/12	1/27/12	19.90157211	2
LID_105313	DID_1001605	NA	60L	m	12/26/99	1/17/12	1/18/12	12.04374573	2
LID_105314	DID_1001607	NA	3D4	f	10/16/06	1/26/12	1/26/12	5.271360219	2
LID_105315	DID_1001609	NA	72T	m	12/27/02	1/17/12	1/17/12	9.044429255	2
LID_105317	DID_1001612	NA	2B4	f	10/30/05	1/17/12	1/18/12	6.206425154	2
LID_105318	DID_1001613	NA	27N	m	1/29/00	1/26/12	1/26/12	11.97539303	2
LID_105319	DID_1001614	NA	5C3	m	11/18/05	1/19/12	1/20/12	6.159945318	2
LID_105320	DID_1001617	NA	21B	m	12/24/92	2/6/12	2/7/12	19.09227614	2
LID_105321	DID_1001618	NA	V72	f	1/28/90	1/30/12	1/30/12	21.97402597	2
LID_105322	DID_1001619	NA	X83	f	4/2/91	2/29/12	2/29/12	20.88311688	2
LID_105323	DID_1001621	NA	34B	f	12/14/92	2/1/12	1/2/12	19.10594668	2
LID_105324	DID_1001624	NA	5D1	m	9/24/06	2/2/12	2/2/12	5.350649351	2
LID_105325	DID_1001628	NA	05Z	m	12/6/03	2/16/12	2/16/12	8.185919344	2
LID_105327	DID_1001630	NA	03N	m	11/26/99	1/30/12	1/31/12	12.16131237	2
LID_105328	DID_1001631	NA	13I	m	3/23/98	2/1/12	2/1/12	13.84278879	2
LID_105329	DID_1001634	NA	1B4	f	11/11/05	2/1/12	2/2/12	6.214627478	2
LID_105330	DID_1001638	NA	X91	f	1/27/91	2/13/12	2/13/12	21.01708817	2
LID_105331	DID_1001639	NA	88V	m	12/7/03	1/30/12	1/30/12	8.1367054	2
LID_105332	DID_1001640	NA	44T	m	12/29/02	2/16/12	2/16/12	9.120984279	2
LID_105333	DID_1001641	NA	73C	f	4/5/94	2/13/12	2/13/12	17.83458647	2
LID_105334	DID_1001643	NA	49L	m	12/13/99	2/6/12	2/7/12	12.13397129	2
LID_105335	DID_1001644	NA	53N	m	11/26/99	2/7/12	2/9/12	12.18318524	2
LID_105336	DID_1001645	NA	49Z	m	11/22/04	2/6/12	2/6/12	7.196172249	2
LID_105337	DID_1001647	NA	28G	f	1/26/97	1/31/12	2/1/12	14.99111415	2
LID_105338	DID_1001649	NA	93R	m	10/23/01	2/2/12	2/2/12	10.26384142	2
LID_105339	DID_1001650	NA	45Z	f	11/12/04	2/27/12	2/28/12	7.280929597	2
LID_105340	DID_1001652	NA	98K	m	3/30/99	2/7/12	2/9/12	12.84210526	2
LID_105341	DID_1001654	NA	37N	m	2/6/00	2/13/12	2/15/12	12.00273411	2
LID_105343	DID_1001656	NA	40Z	f	12/7/03	2/28/12	2/29/12	8.215994532	2
LID_105344	DID_1001657	NA	97R	f	1/4/02	2/15/12	2/15/12	10.09979494	2
LID_105345	DID_1001658	NA	5D2	m	10/5/06	1/31/12	1/31/12	5.315105947	2
LID_105346	DID_1001665	NA	03J	f	12/22/97	11/29/12	11/29/12	14.91729323	2
LID_105347	DID_1001666	NA	48N	f	12/1/99	12/3/12	12/3/12	12.9897471	2
LID_105348	DID_1001667	NA	81E	f	12/3/95	12/12/12	12/12/12	17.00341763	2
LID_105349	DID_1001668	NA	T03	f	2/23/89	11/27/12	11/27/12	23.7265892	2
LID_105351	DID_1001680	NA	1G0	f	10/18/08	12/3/12	12/3/12	4.120300752	2
LID_105352	DID_1001682	NA	2F8	m	9/28/07	12/13/12	12/13/12	5.203007519	2
LID_105353	DID_1001683	NA	2G3	f	11/4/08	12/4/12	12/4/12	4.076555024	2
LID_105355	DID_1001689	NA	V83	m	1/4/91	11/27/12	11/27/12	21.86739576	2
LID_105357	DID_1001695	NA	8C3	m	11/17/06	12/12/12	12/12/12	6.06151743	2
LID_105358	DID_1001699	NA	4G1	m	8/28/08	11/29/12	11/29/12	4.248803828	2
LID_105360	DID_1001710	NA	8C7	f	12/7/06	12/3/12	12/4/12	5.982228298	2
LID_105365	DID_1001713	NA	0H8	m	1/31/09	12/10/12	12/10/12	3.852358168	2
LID_105367	DID_1001733	NA	4E0	f	2/8/07	1/30/13	1/31/13	5.968557758	2
LID_105368	DID_1001734	NA	1H6	f	12/4/08	1/15/13	1/15/13	4.10936432	2
LID_105375	DID_1001753	NA	1J7	f	1/7/10	12/4/13	12/5/13	3.901572112	2
LID_105376	DID_1001761	NA	9I0	m	12/8/09	1/14/14	1/15/14	4.09569378	2
LID_105377	DID_1001762	NA	6J4	f	10/6/09	12/4/13	12/4/13	4.155844156	2
LID_105378	DID_1001763	NA	2J4	m	1/9/10	12/3/13	12/3/13	3.893369788	2
LID_105379	DID_1001771	NA	19T	m	11/4/02	12/9/13	12/9/13	11.08133971	2
LID_105381	DID_1001774	NA	51A	m	12/15/92	12/4/13	12/5/13	20.94053315	2
LID_105382	DID_1001776	NA	0J4	m	9/16/09	12/5/13	12/9/13	4.213260424	2
LID_105383	DID_1001783	NA	2J7	f	9/7/09	12/4/13	12/4/13	4.235133288	2
LID_105384	DID_1001788	NA	5J5	m	1/10/10	12/10/13	12/10/13	3.909774436	2
LID_105385	DID_1001790	NA	33T	m	12/7/02	12/11/13	12/11/13	10.99658237	2
LID_105386	DID_1001801	NA	4I3	f	9/17/09	12/9/13	12/9/13	4.221462748	2
LID_105389	DID_1001812	NA	9K4	m	9/24/10	10/30/14	10/30/14	4.092959672	2
LID_105390	DID_1001813	NA	4K3	m	9/26/10	10/30/14	10/30/14	4.087491456	2
LID_105391	DID_1001820	NA	7J6	m	10/2/09	10/29/14	10/30/14	5.066302119	2
LID_105392	DID_1001831	NA	2L6	m	12/7/10	10/28/14	10/28/14	3.885167464	2
LID_105395	DID_1001860	NA	2K4	m	9/28/10	10/22/14	10/22/14	4.060150376	2
LID_105396	DID_1001881	NA	4K2	m	10/16/10	10/20/14	10/20/14	4.005468216	2
LID_105397	DID_1001890	NA	4D3	m	9/25/06	10/23/14	10/23/14	8.065618592	2
LID_105398	DID_1001891	NA	7B3	m	10/26/05	1/16/14	1/16/14	8.213260424	2
LID_105401	DID_1001896	NA	8J9	f	8/26/09	1/28/14	1/28/14	4.418318524	2
LID_105403	DID_1001902	NA	99L	m	11/30/99	1/16/14	1/16/14	14.11073137	2
LID_105407	DID_1001912	NA	1I6	f	11/9/09	1/16/14	1/16/14	4.180451128	2
LID_105410	DID_1001918	NA	0A2	f	12/18/04	2/11/14	2/11/14	9.137388927	2
LID_105412	DID_1001920	NA	60T	m	11/17/02	11/17/14	11/17/14	11.98359535	2
LID_105413	DID_1001921	NA	2E8	f	10/8/06	2/4/14	2/4/14	7.316473001	2
LID_105415	DID_1001927	NA	51Z	f	11/1/04	2/6/14	2/6/14	9.252221463	2
LID_105417	DID_1001930	NA	7J8	f	9/6/09	1/21/14	1/21/14	4.36910458	2
LID_105419	DID_1001940	NA	5J1	m	9/24/09	1/16/14	1/17/14	4.306220096	2
LID_105422	DID_1001949	NA	7B2	m	10/10/05	1/28/14	1/28/14	8.289815448	2
LID_105424	DID_1001951	NA	2C0	f	12/22/05	2/10/14	2/11/14	8.125768968	2
LID_105427	DID_1001957	NA	9C1	f	10/26/06	11/4/15	11/4/15	9.011619959	2
LID_105428	DID_1001966	NA	4M4	f	10/24/11	11/2/15	11/2/15	4.019138756	2
LID_105430	DID_1001979	NA	1B1	m	11/7/04	10/28/15	10/29/15	10.95557075	2
LID_105431	DID_1001986	NA	1M3	m	9/24/11	11/2/15	11/2/15	4.101161996	2
LID_105434	DID_1002003	NA	25R	m	12/9/01	10/22/15	10/22/15	13.84825701	2
LID_105437	DID_1002016	NA	6M7	f	8/21/11	11/10/15	11/10/15	4.215994532	2
LID_105440	DID_1002021	NA	4L9	m	10/16/10	10/20/15	10/21/15	5.003417635	2
LID_105443	DID_1002034	NA	1E6	f	10/28/06	12/15/15	12/15/15	9.118250171	2
LID_105445	DID_1002055	NA	34N	f	12/28/99	11/30/15	11/30/15	15.90157211	2
LID_105447	DID_1002057	NA	55V	f	12/7/03	11/30/15	11/30/15	11.9644566	2
LID_105449	DID_1002063	NA	2F0	f	11/1/07	11/30/15	11/30/15	8.0683527	2
LID_105450	DID_1002065	NA	29Z	f	12/15/03	11/30/15	11/30/15	11.94258373	2
LID_105452	DID_1002070	NA	18Z	m	2/15/04	11/18/15	11/18/15	11.74025974	2
LID_105453	DID_1002072	NA	9N9	m	2/6/12	11/19/15	11/19/15	3.778537252	2
LID_105454	DID_1002073	NA	01K	m	1/28/99	11/19/15	11/19/15	16.784689	2
LID_105456	DID_1002075	NA	1A3	f	11/26/04	11/30/15	11/30/15	10.99384826	2
LID_105457	DID_1002079	NA	3F4	f	12/22/07	11/30/15	12/1/15	7.928913192	2
LID_105458	DID_1002082	NA	4I4	f	9/29/09	12/1/15	12/1/15	6.162679426	2
LID_105472	DID_1003526	PT101312	I1755R	f	8/23/16	10/28/16	6/5/19	0.180451128	2
LID_105507	DID_1003745	PT101822	1B7	m	11/9/05	11/16/16	6/17/19	11.00478469	2
LID_105510	DID_1003749	PT204635	2O7	f	5/31/12	11/9/18	6/17/19	6.433356118	2
LID_105515	DID_1001571	NA	02R	m	11/14/01	1/19/12	1/19/12	10.16541353	2
LID_105618	DID_1001353	NA	T53	m	2/2/90	1/19/11	1/19/11	20.93233083	2
LID_105622	DID_1003505	PT104066	6H6	f	11/29/08	12/15/16	6/4/19	8.032809296	2
LID_105624	DID_1003515	PT103199	3P7	f	8/15/12	12/19/16	6/5/19	4.339029392	2
LID_105625	DID_1003518	PT104117	6R9	m	10/9/13	12/15/16	6/5/19	3.179767601	2
LID_105626	DID_1003522	PT102945	2R4	m	9/10/13	11/17/16	6/5/19	3.182501709	2
LID_105627	DID_1003523	PT103505	4J3	f	9/2/09	12/8/16	6/5/19	7.256322625	2
LID_105633	DID_1003565	PT100151	9P6	m	9/16/12	10/21/16	6/7/19	4.090225564	2
LID_105634	DID_1003568	PT108020	4L8	f	9/12/10	10/21/16	6/7/19	6.099794942	2
LID_105636	DID_1003572	PT100610	8L6	m	10/5/10	10/24/16	6/7/19	6.045112782	2
LID_105638	DID_1003580	PT108040	7L0	f	9/1/10	10/19/16	6/10/19	6.124401914	2
LID_105645	DID_1003622	PT105851	I172C0	f	10/6/16	12/19/16	6/11/19	0.202323992	2
LID_105647	DID_1003626	PT211994	I197I8	f	7/1/18	11/29/18	6/11/19	0.412850308	2
LID_105650	DID_1003636	NA	4W7	f	8/6/15	11/28/18	6/11/19	3.308270677	2
LID_105664	DID_1003675	PT108016	3Q5	m	10/27/13	10/19/16	6/13/19	2.974709501	2
LID_105668	DID_1003701	PT208526	8H2	m	9/22/08	11/9/18	6/14/19	10.11619959	2
LID_105669	DID_1003703	PT203003	7J7	f	9/19/09	11/7/18	6/14/19	9.120984279	2
LID_105670	DID_1003706	PT204737	3O7	m	9/23/12	11/7/18	6/14/19	6.113465482	2
LID_105673	DID_1004164	PT203768	1M8	m	10/4/11	12/5/18	6/17/19	7.160628845	2
LID_105674	DID_1001731	NA	0I1	m	12/15/08	1/15/13	1/15/13	4.079289132	2
LID_105675	DID_1001735	NA	89K	f	1/19/99	2/4/13	2/5/13	14.02597403	2
LID_105679	DID_1001803	NA	11Z	m	11/12/03	1/14/14	1/15/14	10.15994532	2
LID_105680	DID_1001840	NA	5L8	f	9/19/10	10/23/14	10/23/14	4.087491456	2
LID_105683	DID_1001992	NA	1J0	m	11/30/09	11/12/15	11/12/15	5.941216678	2
LID_105684	DID_1002046	NA	4L5	f	11/14/10	12/9/15	12/9/15	5.060833903	2
LID_105685	DID_1002056	NA	4J4	f	9/21/09	12/1/15	12/2/15	6.18455229	2
LID_104013	DID_1001298	NA	T88	m	5/19/90	1/20/11	1/20/11	20.64524949	2
LID_105404	DID_1001905	NA	03Z	f	1/13/04	1/30/14	1/30/14	10.03417635	2
LID_104058	DID_1001361	NA	04I	m	12/9/97	2/8/11	2/9/11	13.14832536	2
LID_105426	DID_1001954	NA	0G9	m	11/9/08	11/11/15	11/11/15	6.993848257	2
LID_105682	DID_1001919	NA	14E	f	12/13/94	2/10/14	2/10/14	19.13602187	2
LID_105416	DID_1001929	NA	15E	f	1/30/95	2/13/14	2/13/14	19.01298701	2
LID_104007	DID_1001267	NA	19A	f	3/1/92	1/18/11	1/18/11	18.85714286	2
LID_104045	DID_1001281	NA	1C7	f	11/23/05	1/18/11	1/19/11	5.145591251	2
LID_101345	DID_1001170	NA	1E2	F	10/17/06	11/27/12	11/27/12	6.105263158	1
LID_105420	DID_1001944	NA	1J8	m	10/28/09	1/23/14	1/23/14	4.23239918	2
LID_105438	DID_1002017	NA	1L1	f	9/26/10	10/27/15	10/27/15	5.077238551	2
LID_105402	DID_1001899	NA	21H	f	3/28/97	2/13/14	2/13/14	16.85850991	2
LID_105409	DID_1001917	NA	25P	f	12/8/00	2/4/14	2/4/14	13.14012303	2
LID_105512	DID_1004163	PT102689	2C0	f	12/22/05	12/20/16	6/7/19	10.98017772	2
LID_105671	DID_1003715	PT201779	2C4	f	11/6/05	12/18/18	6/14/19	13.09637731	2
LID_101354	DID_1001180	NA	2F2	F	11/19/07	11/27/12	11/28/12	5.017088175	1
LID_104080	DID_1001504	NA	30C	m	1/21/94	1/20/10	1/20/10	15.97539303	2
LID_105354	DID_1001685	NA	30L	m	1/4/00	11/27/12	11/28/12	12.88038278	2
LID_103951	DID_1003687	PT207863	31S	m	12/5/01	12/5/18	6/13/19	16.97607656	2
LID_103960	DID_1003696	PT201065	37V	f	11/15/03	12/11/18	6/14/19	15.05126452	2
LID_101421	DID_1001160	NA	3E4	M	12/10/06	11/28/12	11/29/12	5.960355434	1
LID_105281	DID_1001543	NA	41N	m	2/4/00	1/20/10	1/20/10	9.946684894	2
LID_105342	DID_1001655	NA	42L	f	12/30/99	2/15/12	2/15/12	12.11209843	2
LID_105292	DID_1001573	NA	42T	m	12/28/02	1/24/12	1/24/12	9.060833903	2
LID_105406	DID_1001910	NA	43F	f	1/11/96	1/27/14	1/27/14	18.02050581	2
LID_103873	DID_1003605	PT101873	43N	m	11/11/99	11/10/16	6/10/19	16.97607656	2
LID_104060	DID_1001297	NA	44V	f	2/13/04	1/20/11	1/20/11	6.925495557	2
LID_103922	DID_1003657	PT201167	49V	f	11/15/03	11/30/18	6/13/19	15.02118934	2
LID_105635	DID_1003570	PT103403	49Z	m	11/22/04	12/8/16	6/7/19	12.02734108	2
LID_101353	DID_1001179	NA	4D8	F	9/29/06	1/23/13	1/23/13	6.310321258	1
LID_103832	DID_1003560	PT100559	50P	m	3/20/01	10/21/16	6/6/19	15.56801094	2
LID_103928	DID_1003663	PT201218	51V	f	10/29/03	12/6/18	6/13/19	15.08407382	2
LID_104033	DID_1001487	NA	52P	f	12/17/00	3/8/10	3/8/10	9.208475735	2
LID_105433	DID_1001997	NA	53E	f	2/12/96	10/20/15	10/21/15	19.6582365	2
LID_105356	DID_1001692	NA	55R	f	11/8/01	12/5/12	12/5/12	11.05946685	2
LID_103892	DID_1003625	PT200453	56K	m	1/8/99	12/12/18	6/11/19	19.898838	2
LID_105374	DID_1001752	NA	5B2	m	12/3/05	11/10/14	11/11/14	8.924128503	2
LID_101422	DID_1001256	NA	60R	F	12/3/01	1/26/12	1/26/12	10.13260424	1
LID_105628	DID_1003524	PT101108	60T	m	11/17/02	10/27/16	6/5/19	13.92481203	2
LID_105421	DID_1001948	NA	61R	m	12/15/01	2/12/14	2/13/14	12.14490772	2
LID_105511	DID_1003750	PT101363	65Z	f	10/17/04	10/28/16	6/17/19	12.01367054	2
LID_103978	DID_1003714	PT202085	6D4	f	10/14/06	12/18/18	6/14/19	12.16131237	2
LID_103926	DID_1003661	PT202136	6D6	f	10/26/06	12/18/18	6/13/19	12.12850308	2
LID_105646	DID_1003624	PT204125	6M7	f	8/21/11	12/13/18	6/11/19	7.302802461	2
LID_105514	DID_1001557	NA	73C	f	4/5/94	1/28/10	1/28/10	15.7949419	2
LID_105405	DID_1001909	NA	73V	m	11/4/03	1/17/14	1/17/14	10.19002051	2
LID_104019	DID_1001377	NA	76J	f	1/19/99	2/14/11	2/15/11	12.05468216	2
LID_105316	DID_1001611	NA	77S	f	1/18/03	1/25/12	1/25/12	9.006151743	2
LID_105380	DID_1001773	NA	78B	m	1/19/94	12/9/13	12/10/13	19.86056049	2
LID_104035	DID_1001379	NA	78I	f	12/15/97	2/14/11	2/15/11	13.14832536	2
LID_105423	DID_1001950	NA	7B2	m	10/10/05	11/10/14	11/11/14	9.071770335	2
LID_105442	DID_1002032	NA	7B3	m	10/26/05	12/9/15	12/9/15	10.10526316	2
LID_103958	DID_1003694	PT202493	7F0	f	9/24/07	12/6/18	6/14/19	11.18523582	2
LID_105359	DID_1001700	NA	80B	m	4/19/94	11/28/12	11/29/12	18.58646617	2
LID_105326	DID_1001629	NA	80S	f	11/12/02	2/29/12	2/29/12	9.285030759	2
LID_105455	DID_1002074	NA	84J	m	1/4/99	11/19/15	11/19/15	16.85030759	2
LID_105439	DID_1002019	NA	88T	m	12/4/03	11/2/15	11/2/15	11.8961039	2
LID_105361	DID_1001711	NA	8C9	m	10/29/06	12/4/12	12/5/12	6.091592618	2
LID_105425	DID_1001952	NA	8D6	m	10/19/06	10/27/15	10/27/15	9.008885851	2
LID_104063	DID_1001304	NA	93O	f	12/2/00	1/27/11	1/27/11	10.13807245	2
LID_105435	DID_1002004	NA	94H	m	1/16/98	10/27/15	10/27/15	17.75256323	2
LID_105276	DID_1001532	NA	96B	m	1/6/94	1/20/10	1/21/10	16.01640465	2
LID_105280	DID_1001542	NA	98T	f	1/12/04	2/1/10	2/1/10	6.04784689	2
LID_105676	DID_1001742	NA	98Z	m	11/21/04	12/9/13	12/9/13	9.036226931	2
LID_105408	DID_1001913	NA	99L	m	11/30/99	12/4/14	12/8/14	14.99111415	2
LID_105418	DID_1001932	NA	9C6	m	10/12/06	1/28/14	1/28/14	7.286397813	2
LID_105370	DID_1001740	NA	9I7	f	11/18/09	12/16/13	12/16/13	4.071086808	2
LID_105436	DID_1002015	NA	9K4	m	9/24/10	10/22/15	10/22/15	5.069036227	2
LID_105309	DID_1001600	NA	T84	f	2/20/90	1/18/12	1/18/12	21.87833219	2
LID_105350	DID_1001670	NA	30C	m	1/21/94	11/27/12	11/28/12	18.82433356	2
LID_105429	DID_1001971	NA	30L	m	1/4/00	10/29/15	10/29/15	15.7949419	2
LID_105448	DID_1002060	NA	31S	m	12/5/01	12/1/15	12/2/15	13.96855776	2
LID_105373	DID_1001750	NA	80S	f	11/12/02	12/10/13	12/10/13	11.06220096	2
LID_105451	DID_1002069	NA	93O	f	12/2/00	11/19/15	11/19/15	14.94190021	2
LID_105677	DID_1001748	NA	03J	f	12/22/97	1/15/14	1/15/14	16.04374573	2
